Id,OV,Item OV,Id Contrato,Tipo,Data de criaчуo,Quantidade,Valor,Requisiчуo de compra,Id Mot. Rec.,Id Centro,Id Local Exp.,Id UF Origem,Id Origem,Id Cliente,Id UF Destino,Id Destino,Id Itinerсrio,Id Grupo Merc.,Id Produto
5573,114205683,10,"5624,0",Venda Estoque,2024-01-30,"10,0","123,5",,,2165,2165,MA,"5,0",1559759,BA,53,AA3952,B1260,156963
5574,114206635,10,"6063,0",Venda Estoque,2024-01-29,"500,0","14500,0",,,2171,2171,MT,"9,0",2352654,MT,19,AA7925,B1260,156007
5575,114208940,10,"5726,0",Venda Estoque,2024-01-29,"10000,0","111700,0",,,2171,2171,MT,"9,0",2318732,MT,149,AB4975,B1260,155992
5576,114209316,10,"5718,0",Venda Estoque,2024-01-25,"500,0","65250,0",,,2171,2171,MT,"9,0",1087927,MT,84,AB3839,B1260,156007
5577,114209494,10,"6064,0",Venda Estoque,2024-01-29,"1900,0","15010,0",,,2171,2171,MT,"9,0",1213663,MT,31,,B1260,156965
5578,114213163,10,"5530,0",Venda Estoque,2024-01-25,"1020,0","28356,0",,,2171,2171,MT,"9,0",1561311,MT,78,,B1260,156007
5579,114213169,20,"5620,0",Venda Estoque,2024-01-29,"300,0","20928,0",,,2171,2171,MT,"9,0",2367871,MT,120,,B1260,156001
5580,114213169,10,"5621,0",Venda Estoque,2024-01-29,"460,0","61014,4",,,2171,2171,MT,"9,0",2367871,MT,120,,B1260,156007
5581,114213169,40,"5622,0",Venda Estoque,2024-01-29,"20,0","436,0",,,2171,2171,MT,"9,0",2367871,MT,120,,B1260,156036
5582,114213169,30,"5623,0",Venda Estoque,2024-01-29,"450,0","42948,0",,,2171,2171,MT,"9,0",2367871,MT,120,,B1260,156071
5583,114214556,10,"98,0",Venda р Ordem BR,2023-06-26,"48,0","100646,78",0020763176,,2171,JF28,MT,"4,0",1004364,MT,69,AA7014,B1450,156087
5584,114215802,10,"5734,0",Venda Estoque,2024-01-30,"2500,0","32750,0",,,2171,2171,MT,"9,0",1063065,MT,17,AA8265,B1260,156070
5585,114215815,10,"5729,0",Venda Estoque,2024-01-30,"2000,0","20960,0",,,2171,2171,MT,"9,0",2021637,MT,182,AB4863,B1260,155992
5586,114215819,10,"5625,0",Venda Estoque,2024-01-30,"3500,0","50750,0",,,2171,2171,MT,"9,0",1003015,MT,17,AA8265,B1260,156070
5587,114215825,10,"5828,0",Venda Estoque,2024-01-30,"1400,0","10094,0",,,2171,2171,MT,"9,0",1850765,MT,32,AA7700,B1260,156047
5588,114216093,10,"6080,0",Venda Estoque,2024-01-30,"1520,0","66044,0",,,2171,2171,MT,"9,0",2367956,MT,88,AB4846,B1260,156005
5589,114216401,10,"5829,0",Venda Estoque,2024-01-30,"1000,0","27220,0",,,2171,2171,MT,"9,0",1960727,MT,154,AC0255,B1260,156007
5590,114217545,20,"6071,0",Venda Estoque,2024-01-30,"600,0","32340,0",,32,2171,2171,MT,"9,0",2124781,MT,121,,B1260,155991
5591,114217545,10,"6073,0",Venda Estoque,2024-01-30,"240,0","31116,0",,,2171,2171,MT,"9,0",2124781,MT,121,,B1260,156007
5592,114217545,40,"6074,0",Venda Estoque,2024-01-30,"40,0","834,8",,,2171,2171,MT,"9,0",2124781,MT,121,,B1260,156036
5593,114217545,30,"6075,0",Venda Estoque,2024-01-30,"200,0","12600,0",,,2171,2171,MT,"9,0",2124781,MT,121,,B1260,156070
5594,114218635,10,"5253,0",Venda Estoque,2023-12-18,"3000,0","4996320,0",,00,2171,JF60,MT,"13,0",2336086,MT,52,AA6922,B1450,157000
5595,114218801,20,"5280,0",Venda Estoque,2023-12-21,"250,0","416360,0",,00,2171,JF60,MT,"13,0",2336086,MT,52,AA6922,B1450,157000
5596,114219335,20,"5255,0",Venda Estoque,2023-12-18,"1050,0","2423673,0",,00,2171,JF61,MT,"13,0",2336086,MT,52,AA6922,B1450,156233
5597,114219358,10,"5282,0",Venda Estoque,2023-12-21,"80,0","184660,8",,00,2171,JF61,MT,"13,0",2336086,MT,52,AA6922,B1450,156233
5598,114226374,10,"5935,0",Venda Estoque,2024-01-30,"1300,0","184340,0",,,2171,2171,MT,"9,0",2336086,MT,52,AB3973,B1260,156007
5599,114226374,30,"5936,0",Venda Estoque,2024-01-30,"2000,0","138760,0",,,2171,2171,MT,"9,0",2336086,MT,52,AB3973,B1260,156070
5600,114226374,20,"5937,0",Venda Estoque,2024-01-30,"2000,0","128880,0",,,2171,2171,MT,"9,0",2336086,MT,52,AB3973,B1260,156170
5601,114226388,10,"5909,0",Venda Estoque,2024-01-18,"500,0","22151,25",,,2171,2171,MT,"9,0",1463427,MT,195,,B1260,155992
5602,114226388,20,"5910,0",Venda Estoque,2024-01-18,"1000,0","67044,45",,,2171,2171,MT,"9,0",1463427,MT,195,,B1260,156070
5603,114226883,30,"5528,0",Venda Estoque,2024-01-25,"200,0","2000,0",,,2167,2167,TO,"8,0",2137605,TO,59,,B1260,156013
5604,114226886,10,"5927,0",Venda р Ordem BR,2024-01-29,"50,0","24104,5",0020763772,,2166,JF14,MA,"1,0",2126867,MA,6,AA3768,B1450,155232
5605,114227202,30,"5921,0",Venda Estoque,2024-01-25,"5000,0","29750,0",,,2167,2167,TO,"8,0",1868162,TO,258,,B1260,156980
5606,114227205,30,"5930,0",Venda Estoque,2024-01-29,"480,0","2856,0",,,2167,2167,TO,"8,0",2013118,TO,2,AA4179,B1260,156980
5607,114227214,20,"5538,0",Venda Estoque,2024-01-29,"100,0","1200,0",,,2165,2165,MA,"5,0",1002108,BA,12,AA3997,B1260,156170
5608,114227669,10,"6066,0",Venda Estoque,2024-01-30,"1000,0","69360,0",,,2171,2171,MT,"9,0",1423180,MT,120,,B1260,156070
5609,114228405,10,"6083,0",Venda Estoque,2024-01-31,"1000,0","134570,0",,,2171,2171,MT,"9,0",2307198,MT,102,,B1260,156007
5610,114228405,40,"6084,0",Venda Estoque,2024-01-31,"20,0","1639,0",,,2171,2171,MT,"9,0",2307198,MT,102,,B1260,156031
5611,114228405,30,"6085,0",Venda Estoque,2024-01-31,"20,0","504,0",,,2171,2171,MT,"9,0",2307198,MT,102,,B1260,156036
5612,114228405,20,"6086,0",Venda Estoque,2024-01-31,"250,0","10607,5",,,2171,2171,MT,"9,0",2307198,MT,102,,B1260,156965
5613,114228408,10,"5543,0",Venda Estoque,2024-01-31,"4500,0","36990,0",,,2171,2171,MT,"9,0",1900843,MT,155,,B1260,156965
5614,114228412,10,"5944,0",Venda Estoque,2024-01-31,"3800,0","31236,0",,,2171,2171,MT,"9,0",1900842,MT,78,,B1260,156965
5615,114228413,10,"5740,0",Venda Estoque,2024-01-31,"1025,0","8425,5",,,2171,2171,MT,"9,0",1900814,MT,170,,B1260,156965
5616,114228416,10,"5835,0",Venda Estoque,2024-01-31,"200,0","17268,0",,,2171,2171,MT,"9,0",2048488,MT,261,,B1260,156031
5617,114228519,10,"5540,0",Venda р Ordem BR,2024-01-29,"75,0","36375,0",0020763522,,2167,JS25,MT,"44,0",1652991,TO,254,,01000,156664
5618,114228519,20,"5541,0",Venda р Ordem BR,2024-01-29,"75,0","36375,0",0020763522,,2167,JS25,MT,"44,0",1652991,TO,254,,01000,156678
5619,114228785,10,"5175,0",Venda Estoque,2023-12-26,"20,0","123,0",,,2171,2171,MT,"9,0",1000332,MT,158,AB4852,B1260,155997
5620,114230416,20,"5742,0",Venda Estoque,2024-02-01,"200,0","5600,0",,,2167,2167,TO,"8,0",2326573,TO,66,AA4157,B1260,156007
5621,114231707,10,"5836,0",Venda Estoque,2024-02-01,"760,0","6581,6",,,2167,2167,TO,"8,0",1196706,TO,64,AA4114,B1260,155988
5622,114231707,60,"5837,0",Venda Estoque,2024-02-01,"160,0","4448,0",,,2167,2167,TO,"8,0",1196706,TO,64,AA4114,B1260,156007
